Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Mourning Flower,1,AvatarExp,SkillBook,None,None,None,
Trishiraite,1,WeaponExp,AvatarPromote,None,None,None,
Pluie Lotus,1,AvatarExp,SkillBook,None,None,None,
Bulle Fruit,1,AvatarExp,SkillBook,None,None,None,
Marcotte,1,AvatarExp,SkillBook,None,None,None,
Beryl Conch,1,Scoin,WeaponPromote,None,None,None,
Romaritime Flower,1,AvatarExp,SkillBook,None,None,None,
Tidalga,1,AvatarExp,SkillBook,None,None,None,
Lumidouce Bell,1,AvatarExp,SkillBook,None,None,None,
Rainbow Rose,1,AvatarExp,SkillBook,None,None,None,
Lumitoile,1,AvatarExp,SkillBook,None,None,None,
Lakelight Lily,1,AvatarExp,SkillBook,None,None,None,
Subdetection Unit,1,Scoin,WeaponPromote,None,None,None,
Spring of the First Dewdrop,1,Scoin,WeaponPromote,None,None,None,
Slime Condensate,1,Scoin,WeaponPromote,None,None,None,
Slime Secretions,2,Scoin,WeaponPromote,None,None,None,
Slime Concentrate,4,Scoin,WeaponPromote,None,None,None,
Damaged Mask,1,Scoin,WeaponPromote,None,None,None,
Stained Mask,2,Scoin,WeaponPromote,None,None,None,
Ominous Mask,4,Scoin,WeaponPromote,None,None,None,
Divining Scroll,1,AvatarExp,SkillBook,None,None,None,
Sealed Scroll,2,AvatarExp,SkillBook,None,None,None,
Forbidden Curse Scroll,4,AvatarExp,SkillBook,None,None,None,
Firm Arrowhead,1,WeaponExp,AvatarPromote,None,None,None,
Sharp Arrowhead,2,WeaponExp,AvatarPromote,None,None,None,
Weathered Arrowhead,4,WeaponExp,AvatarPromote,None,None,None,
Heavy Horn,1,Scoin,WeaponPromote,None,None,None,
Black Bronze Horn,2,Scoin,WeaponPromote,None,None,None,
Black Crystal Horn,4,Scoin,WeaponPromote,None,None,None,
Dead Ley Line Branches,1,AvatarExp,SkillBook,None,None,None,
Dead Ley Line Leaves,2,AvatarExp,SkillBook,None,None,None,
Ley Lines Sprouts,4,AvatarExp,SkillBook,None,None,None,
Chaos Device,1,Scoin,WeaponPromote,None,None,None,
Chaos Circuit,2,Scoin,WeaponPromote,None,None,None,
Chaos Core,4,Scoin,WeaponPromote,None,None,None,
Mist Grass Pollen,1,AvatarExp,SkillBook,None,None,None,
Mist Grass,2,AvatarExp,SkillBook,None,None,None,
Mist Grass Wick,4,AvatarExp,SkillBook,None,None,None,
Hunter's Sacrificial Knife,1,WeaponExp,AvatarPromote,None,None,None,
Agent's Sacrificial Knife,2,WeaponExp,AvatarPromote,None,None,None,
Inspector's Sacrificial Knife,4,WeaponExp,AvatarPromote,None,None,None,
Recruit's Insignia,1,Scoin,WeaponPromote,None,None,None,
Sergeant's Insignia,2,Scoin,WeaponPromote,None,None,None,
Lieutenant's Insignia,4,Scoin,WeaponPromote,None,None,None,
Treasure Hoarder Insignia,1,Scoin,WeaponPromote,None,None,None,
Silver Raven Insignia,2,Scoin,WeaponPromote,None,None,None,
Golden Raven Insignia,4,Scoin,WeaponPromote,None,None,None,
Whopperflower Nectar,1,AvatarExp,SkillBook,None,None,None,
Shimmering Nectar,2,AvatarExp,SkillBook,None,None,None,
Energy Nectar,4,AvatarExp,SkillBook,None,None,None,
Fragile Bone Shard,1,Scoin,WeaponPromote,None,None,None,
Sturdy Bone Shard,2,Scoin,WeaponPromote,None,None,None,
Fossilized Bone Shard,4,Scoin,WeaponPromote,None,None,None,
Old Handguard,1,Scoin,WeaponPromote,None,None,None,
Kageuchi Handguard,2,Scoin,WeaponPromote,None,None,None,
Famed Handguard,4,Scoin,WeaponPromote,None,None,None,
Chaos Gear,1,Scoin,WeaponPromote,None,None,None,
Chaos Axis,2,Scoin,WeaponPromote,None,None,None,
Chaos Oculus,4,Scoin,WeaponPromote,None,None,None,
Dismal Prism,1,Scoin,WeaponPromote,None,None,None,
Crystal Prism,2,Scoin,WeaponPromote,None,None,None,
Polarizing Prism,4,Scoin,WeaponPromote,None,None,None,
Spectral Husk,1,Scoin,WeaponPromote,None,None,None,
Spectral Heart,2,Scoin,WeaponPromote,None,None,None,
Specter Nucleus,4,Scoin,WeaponPromote,None,None,None,
Concealed Claw,1,Scoin,WeaponPromote,None,None,None,
Concealed Unguis,2,Scoin,WeaponPromote,None,None,None,
Concealed Talon,4,Scoin,WeaponPromote,None,None,None,
Fungal Spore,1,AvatarExp,SkillBook,None,None,None,
Luminescent Pollen,2,AvatarExp,SkillBook,None,None,None,
Crystalline Cyst Dust,4,AvatarExp,SkillBook,None,None,None,
Inactivated Fungal Nucleus,1,AvatarExp,SkillBook,None,None,None,
Dormant Fungal Nucleus,2,AvatarExp,SkillBook,None,None,None,
Robust Fungal Nucleus,4,AvatarExp,SkillBook,None,None,None,
Faded Red Satin,1,Scoin,WeaponPromote,None,None,None,
Trimmed Red Silk,2,Scoin,WeaponPromote,None,None,None,
Rich Red Brocade,4,Scoin,WeaponPromote,None,None,None,
Chaos Storage,1,Scoin,WeaponPromote,None,None,None,
Chaos Module,2,Scoin,WeaponPromote,None,None,None,
Chaos Bolt,4,Scoin,WeaponPromote,None,None,None,
Damaged Prism,1,Scoin,WeaponPromote,None,None,None,
Turbid Prism,2,Scoin,WeaponPromote,None,None,None,
Radiant Prism,4,Scoin,WeaponPromote,None,None,None,
Gloomy Statuette,1,Scoin,WeaponPromote,None,None,None,
Dark Statuette,2,Scoin,WeaponPromote,None,None,None,
Deathly Statuette,4,Scoin,WeaponPromote,None,None,None,
Desiccated Shell,1,Scoin,WeaponPromote,None,None,None,
Sturdy Shell,2,Scoin,WeaponPromote,None,None,None,
Marked Shell,4,Scoin,WeaponPromote,None,None,None,
A Flower Yet to Bloom,1,AvatarExp,SkillBook,None,None,None,
Treasured Flower,2,AvatarExp,SkillBook,None,None,None,
Wanderer's Blooming Flower,4,AvatarExp,SkillBook,None,None,None,
Transoceanic Pearl,1,WeaponExp,AvatarPromote,None,None,None,
Transoceanic Chunk,2,WeaponExp,AvatarPromote,None,None,None,
Xenochromatic Crystal,4,WeaponExp,AvatarPromote,None,None,None,
Meshing Gear,1,Scoin,WeaponPromote,None,None,None,
Mechanical Spur Gear,2,Scoin,WeaponPromote,None,None,None,
Artificed Dynamic Gear,4,Scoin,WeaponPromote,None,None,None,
Drop of Tainted Water,1,Scoin,WeaponPromote,None,None,None,
Scoop of Tainted Water,2,Scoin,WeaponPromote,None,None,None,
Newborn Tainted Hydro Phantasm,4,Scoin,WeaponPromote,None,None,None,
Rift Core,1,Scoin,WeaponPromote,None,None,None,
Foreign Synapse,2,Scoin,WeaponPromote,None,None,None,
Alien Life Core,4,Scoin,WeaponPromote,None,None,None,
Old Operative's Pocket Watch,1,Scoin,WeaponPromote,None,None,None,
Operative's Standard Pocket Watch,2,Scoin,WeaponPromote,None,None,None,
Operative's Constancy,4,Scoin,WeaponPromote,None,None,None,
