11000040,Kadın Kahramanın Yeni Normal Saldırısı
11000041,Erkek Kahramanın Yeni Normal Saldırısı
11000042,Chongyun (Test)
11000043,Test Karakteri
11000044,Qiqi (Test)
11000045,Diona (Test)
11101,Kör Kılıç
11201,Gümüş Kılıç
11301,Soğuk Çelik
11302,Şafak Habercisi
11303,Gezginin Mahir Kılıcı
11304,Kara Demir Kılıç
11305,Fileto Kılıcı
11306,Gökbinicisi Kılıcı
11401,Favonius Kılıcı
11402,Flüt
11403,Kurban Kılıcı
11404,Kraliyet Uzun Kılıcı
11405,Aslan Kükreyişi
11406,Prototip: Garez
11407,Demir Kılıç
11408,Kara Kaya Uzun Kılıcı
11409,Kara Kılıç
11410,Gece Parıltısı
11411,
11412,Zuhur Kılıcı
11413,Yıkıcı Arzu
11414,Amenoma Kageuchi
11415,Sülüğen Kılıç
11416,Kagotsurube Isshin
11417,İç Kabuk Kılıcı
11418,Xiphos'un Ay Işığı
11419,Değerli Isshin Kılıcı
11420,Değerli Isshin Kılıcı
11421,Değerli Isshin Kılıcı
11422,Toukabou Shigure
11424,Kurt Dişi
11425,Derinliklerin Sonu
11426,Cendre Nehri Kayıkçısı
11501,Favonia Kartalı
11502,Göklerin Kılıcı
11503,Özgürlük Yemini
11504,Zirvekesen
11505,Ezeli Yeşim Kılıcı
11506,
11507,
11508,
11509,Yeniden Dövülmüş Siskesen
11510,Haran Geppaku Futsu
11511,Khaj-Nisut Anahtarı
11512,Yaprak Kesen Işık
12101,Darmaduman Büyük Kılıcı
12201,İhtiyar Lejyonerin Dostu
12301,Demir Gölge
12302,Kanlı Büyük Kılıç
12303,Beyaz Demirden Büyük Kılıç
12304,Kuvars
12305,İkna Sopası
12306,Gökbinicisi Büyük Kılıcı
12401,Favonius Büyük Kılıcı
12402,Çan
12403,Kurban Büyük Kılıcı
12404,Kraliyet Büyük Kılıcı
12405,Yağmurkesen
12406,Prototip: Arkaik
12407,Akkörelten
12408,Kara Kaya Kılıcı
12409,Yılansırt
12410,Taş Kılıç
12411,Karlı Gümüş Yıldız
12412,Denizlerin Efendisi
12414,Katsuragikiri Nagamasa
12415,Makhaira Deniz Yeşili
12416,Akuou'nun Kılıcı
12417,Orman Nişanı
12418,Zırhlı Çiçek
12424,Konuşma Çubuğu
12425,Dalgaların Gölgesi
12501,Göklerin Gururu
12502,Kurdun Mezar Taşı
12503,Kırık Çamların Şarkısı
12504,Kötülüksavar
12505,
12506,
12508,
12509,
12510,Taşkıran Kızılboynuz
12511,Kızıl Çölün İradesi
13101,Acemi Koruması
13201,Demir Nokta
13301,Beyaz Püskül
13302,Baltalı Mızrak
13303,Siyah Püskül
13304,Bayrak Direği
13401,Ejder Laneti
13402,Prototip: Yıldız Parıltısı
13403,Hilal Mızrak
13404,Kara Kaya Kargısı
13405,Ölümsaçan
13406,Taş Mızrak
13407,Favonius Mızrağı
13408,Kraliyet Mızrağı
13409,Ejdersırtı Mızrak
13414,Kitain Haç Mızrağı
13415,Yakalayan Mızrak
13416,Dalgakesen Yüzgeci
13417,Mehtap Delen
13419,Habercinin Rüzgar Mızrağı
13424,Fiyortların Türküsü
13425,Meşru Mükafat
13501,Homa'nın Asası
13502,Göklerin Omurgası
13503,
13504,Girdap Söndüren
13505,Ezeli Yeşim Kanatlı Mızrak
13506,
13507,Bela Söndüren
13509,Hapseden Yıldırım
13511,Kızıl Kum Asası
14101,Çırağın Notları
14201,Büyü Cep Kitabı
14301,Büyü Rehberi
14302,Ejder Katillerinin Serüvenleri
14303,Uhrevi Hikaye
14304,Zümrüt Küre
14305,İkiz Yeşimtaşı
14306,Kehribar Boncuk
14401,Favonius Kanunları
14402,Göçebenin Nota Kitabı
14403,Kurban Kanunları
14404,Kraliyet Büyü Kitabı
14405,Güneş İncisi
14406,Prototip: Kehribar
14407,Deniz Haritası
14408,Kara Kaya Akiği
14409,Algı Gözü
14410,Şarap ve Şarkı
14411,
14412,Buzözü Meyvesi
14413,Dodoko Masalları
14414,Hakushin Yüzüğü
14415,Yeminli Göz
14416,Serseri Akşam Yıldızı
14417,Doygunluk Meyvesi
14424,Kurban Yeşimi
14425,Saflığın Akışı
14501,Göklerin Atlası
14502,Kutsal Rüzgarların Kayıp Duası
14503,
14504,Tozlu Hatıra
14505,Yeşimlerin Mağrur Işıltısı
14506,Ebedi Mehtap
14508,
14509,Kagura'nın Hakikati
14511,Binbir Gece Süzülen Rüyalar
14512,Tulaytullah'ın Anısı
15101,Avcı Yayı
15201,Usta Avcı Yayı
15301,Kuzgun Yayı
15302,Keskin Nişancı Yemini
15303,Eğri Yay
15304,Sapan
15305,Ulak
15306,Fildişi Yay
15401,Favonius Savaş Yayı
15402,Kirişsiz Yay
15403,Kurban Yayı
15404,Kraliyet Yayı
15405,Pas
15406,Prototip: Hilal
15407,Kompozit Yay
15408,Kara Kaya Savaş Yayı
15409,Yeşil Av
15410,Gece Avcısı
15411,Solan Alacakaranlık
15412,Geceyarısı Valsi
15413,Rüzgarçiçeği Kasidesi
15414,Hamayumi
15415,Yırtıcı
15416,Mouun'un Ayı
15417,Kralın Yaveri
15418,Yolun Sonu
15419,Telli Turna
15424,Yakıcı Güneşin Veliahtı
15425,Durgunluğun Şarkısı
15501,Göklerin Liri
15502,Amos'un Yayı
15503,Son Ağıt
15504,
15505,
15506,
15507,Kutup Yıldızı
15508,Su Sureti
15509,Yıldırım Nabzı
15511,Avcının Yolu
15512,İlk Büyük Sihir
20001,
10002,
10003,
10004,
10005,
10006,
10008,
