Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
琉璃袋,1,AvatarExp,SkillBook,None,None,None,
石珀,1,WeaponExp,AvatarPromote,None,None,None,
鉄の塊,1,WeaponExp,AvatarPromote,None,None,None,
白鉄の塊,1,WeaponExp,AvatarPromote,None,None,None,
水晶の塊,1,WeaponExp,AvatarPromote,None,None,None,
魔晶の塊,1,WeaponExp,AvatarPromote,None,None,None,
星銀鉱石,1,WeaponExp,AvatarPromote,None,None,None,
紫水晶の塊,1,WeaponExp,AvatarPromote,None,None,None,
オニカブトムシ,1,Scoin,WeaponPromote,None,None,None,
緋櫻毬,1,AvatarExp,SkillBook,None,None,None,
晶化骨髄,1,WeaponExp,AvatarPromote,None,None,None,
血石華,1,AvatarExp,SkillBook,None,None,None,
鳴草,1,AvatarExp,SkillBook,None,None,None,
ウミレイシ,1,AvatarExp,SkillBook,None,None,None,
珊瑚真珠,1,WeaponExp,AvatarPromote,None,None,None,
天雲草の実,1,AvatarExp,SkillBook,None,None,None,
ユウトウタケ,1,AvatarExp,SkillBook,None,None,None,
海草,1,AvatarExp,SkillBook,None,None,None,
スミレウリ,1,AvatarExp,SkillBook,None,None,None,
星茸,1,AvatarExp,SkillBook,None,None,None,
ルッカデヴァータダケ,1,AvatarExp,SkillBook,None,None,None,
パティサラ,1,AvatarExp,SkillBook,None,None,None,
サウマラタ蓮,1,AvatarExp,SkillBook,None,None,None,
ハッラの実,1,AvatarExp,SkillBook,None,None,None,
カルパラタ蓮,1,AvatarExp,SkillBook,None,None,None,
ザイトゥン桃,1,AvatarExp,SkillBook,None,None,None,
スメールローズ,1,AvatarExp,SkillBook,None,None,None,
赤念の実,1,AvatarExp,SkillBook,None,None,None,
デーツ,1,AvatarExp,SkillBook,None,None,None,
聖金虫,1,Scoin,WeaponPromote,None,None,None,
みなぎる星茸,1,AvatarExp,SkillBook,None,None,None,
ひからびた星茸,1,AvatarExp,SkillBook,None,None,None,
ヴィパリャス,1,AvatarExp,SkillBook,None,None,None,
スライムの液体,1,Scoin,WeaponPromote,None,None,None,
スライムの分泌物,2,Scoin,WeaponPromote,None,None,None,
スライムのピュレ,4,Scoin,WeaponPromote,None,None,None,
破損した仮面,1,Scoin,WeaponPromote,None,None,None,
汚れた仮面,2,Scoin,WeaponPromote,None,None,None,
不吉な仮面,4,Scoin,WeaponPromote,None,None,None,
占いの絵巻,1,AvatarExp,SkillBook,None,None,None,
封魔の絵巻,2,AvatarExp,SkillBook,None,None,None,
禁呪の絵巻,4,AvatarExp,SkillBook,None,None,None,
牢固な矢先,1,WeaponExp,AvatarPromote,None,None,None,
鋭利な矢先,2,WeaponExp,AvatarPromote,None,None,None,
歴戦の矢先,4,WeaponExp,AvatarPromote,None,None,None,
重い角笛,1,Scoin,WeaponPromote,None,None,None,
黒銅の角笛,2,Scoin,WeaponPromote,None,None,None,
黒晶の角笛,4,Scoin,WeaponPromote,None,None,None,
地脈の旧枝,1,AvatarExp,SkillBook,None,None,None,
地脈の枯れ葉,2,AvatarExp,SkillBook,None,None,None,
地脈の新芽,4,AvatarExp,SkillBook,None,None,None,
混沌の装置,1,Scoin,WeaponPromote,None,None,None,
混沌の回路,2,Scoin,WeaponPromote,None,None,None,
混沌の炉心,4,Scoin,WeaponPromote,None,None,None,
霧虚ろの花粉,1,AvatarExp,SkillBook,None,None,None,
霧虚ろの草嚢,2,AvatarExp,SkillBook,None,None,None,
霧虚ろの灯芯,4,AvatarExp,SkillBook,None,None,None,
猟兵の刀,1,WeaponExp,AvatarPromote,None,None,None,
エージェントの刀,2,WeaponExp,AvatarPromote,None,None,None,
検査官の刀,4,WeaponExp,AvatarPromote,None,None,None,
新兵の記章,1,Scoin,WeaponPromote,None,None,None,
士官の記章,2,Scoin,WeaponPromote,None,None,None,
尉官の記章,4,Scoin,WeaponPromote,None,None,None,
宝探しの鴉マーク,1,Scoin,WeaponPromote,None,None,None,
シルバーの鴉マーク,2,Scoin,WeaponPromote,None,None,None,
ゴールドの鴉マーク,4,Scoin,WeaponPromote,None,None,None,
トリックフラワーの蜜,1,AvatarExp,SkillBook,None,None,None,
微光花の蜜,2,AvatarExp,SkillBook,None,None,None,
原素花の蜜,4,AvatarExp,SkillBook,None,None,None,
脆い骨片,1,Scoin,WeaponPromote,None,None,None,
丈夫な骨片,2,Scoin,WeaponPromote,None,None,None,
石化した骨片,4,Scoin,WeaponPromote,None,None,None,
古びた鍔,1,Scoin,WeaponPromote,None,None,None,
影打の鍔,2,Scoin,WeaponPromote,None,None,None,
名刀の鍔,4,Scoin,WeaponPromote,None,None,None,
混沌の機関,1,Scoin,WeaponPromote,None,None,None,
混沌の中枢,2,Scoin,WeaponPromote,None,None,None,
混沌の真眼,4,Scoin,WeaponPromote,None,None,None,
暗色プリズム,1,Scoin,WeaponPromote,None,None,None,
水晶プリズム,2,Scoin,WeaponPromote,None,None,None,
偏光プリズム,4,Scoin,WeaponPromote,None,None,None,
フライムの乾核,1,Scoin,WeaponPromote,None,None,None,
フライムの幽核,2,Scoin,WeaponPromote,None,None,None,
フライムの晶化核,4,Scoin,WeaponPromote,None,None,None,
隠獣の指爪,1,Scoin,WeaponPromote,None,None,None,
隠獣の利爪,2,Scoin,WeaponPromote,None,None,None,
隠獣の鬼爪,4,Scoin,WeaponPromote,None,None,None,
キノコンの胞子,1,AvatarExp,SkillBook,None,None,None,
キノコンの蛍胞子,2,AvatarExp,SkillBook,None,None,None,
キノコンの晶胞子,4,AvatarExp,SkillBook,None,None,None,
キノコンの衰菌核,1,AvatarExp,SkillBook,None,None,None,
キノコンの眠菌核,2,AvatarExp,SkillBook,None,None,None,
キノコンの壮菌核,4,AvatarExp,SkillBook,None,None,None,
色褪せた赤い絹,1,Scoin,WeaponPromote,None,None,None,
縁飾の赤い絹,2,Scoin,WeaponPromote,None,None,None,
金織の赤い絹,4,Scoin,WeaponPromote,None,None,None,
混沌ストレージ,1,Scoin,WeaponPromote,None,None,None,
混沌モジュール,2,Scoin,WeaponPromote,None,None,None,
混沌ボルト,4,Scoin,WeaponPromote,None,None,None,
壊れたプリズム,1,Scoin,WeaponPromote,None,None,None,
濁ったプリズム,2,Scoin,WeaponPromote,None,None,None,
輝くプリズム,4,Scoin,WeaponPromote,None,None,None,
暗晦の彫刻,1,Scoin,WeaponPromote,None,None,None,
黒夜の彫刻,2,Scoin,WeaponPromote,None,None,None,
幽邃なる彫刻,4,Scoin,WeaponPromote,None,None,None,
