Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
수정 프리즘,2,Scoin,WeaponPromote,None,None,None,
편광 프리즘,4,Scoin,WeaponPromote,None,None,None,
떠도는 정령 코어 껍데기,1,Scoin,WeaponPromote,None,None,None,
떠도는 정령 코어,2,Scoin,WeaponPromote,None,None,None,
떠도는 정령 결정화 코어,4,Scoin,WeaponPromote,None,None,None,
맹수 발톱,1,Scoin,WeaponPromote,None,None,None,
맹수의 날카로운 발톱,2,Scoin,WeaponPromote,None,None,None,
맹수의 귀신 발톱,4,Scoin,WeaponPromote,None,None,None,
버섯몬 포자,1,AvatarExp,SkillBook,None,None,None,
형광 포자 분말,2,AvatarExp,SkillBook,None,None,None,
포낭 결정 가루,4,AvatarExp,SkillBook,None,None,None,
활기를 잃은 버섯핵,1,AvatarExp,SkillBook,None,None,None,
잠든 버섯핵,2,AvatarExp,SkillBook,None,None,None,
튼튼한 버섯핵,4,AvatarExp,SkillBook,None,None,None,
빛바랜 붉은 비단,1,Scoin,WeaponPromote,None,None,None,
장식된 붉은 비단,2,Scoin,WeaponPromote,None,None,None,
금자수 붉은 비단,4,Scoin,WeaponPromote,None,None,None,
혼돈 용기,1,Scoin,WeaponPromote,None,None,None,
혼돈 모듈,2,Scoin,WeaponPromote,None,None,None,
혼돈 볼트,4,Scoin,WeaponPromote,None,None,None,
파손된 결정,1,Scoin,WeaponPromote,None,None,None,
혼탁한 결정,2,Scoin,WeaponPromote,None,None,None,
찬란하게 빛나는 결정,4,Scoin,WeaponPromote,None,None,None,
어두운 조각상,1,Scoin,WeaponPromote,None,None,None,
흑야의 조각상,2,Scoin,WeaponPromote,None,None,None,
그윽한 조각상,4,Scoin,WeaponPromote,None,None,None,
부서진 갑골,1,Scoin,WeaponPromote,None,None,None,
견고한 갑골,2,Scoin,WeaponPromote,None,None,None,
문양이 새겨진 갑골,4,Scoin,WeaponPromote,None,None,None,
어딘가에서 온 못다 핀 꽃,1,AvatarExp,SkillBook,None,None,None,
누군가가 간직한 꽃,2,AvatarExp,SkillBook,None,None,None,
나그네의 만개한 꽃,4,AvatarExp,SkillBook,None,None,None,
기이한 바다의 방울,1,WeaponExp,AvatarPromote,None,None,None,
기이한 바다의 결정,2,WeaponExp,AvatarPromote,None,None,None,
이색 결정석,4,WeaponExp,AvatarPromote,None,None,None,
맞물림 톱니바퀴,1,Scoin,WeaponPromote,None,None,None,
평톱니바퀴,2,Scoin,WeaponPromote,None,None,None,
오토마톤 코어 톱니바퀴,4,Scoin,WeaponPromote,None,None,None,
탁한 물 한 방울,1,Scoin,WeaponPromote,None,None,None,
탁한 물 한 움큼,2,Scoin,WeaponPromote,None,None,None,
갓 태어난 탁한 물의 환령,4,Scoin,WeaponPromote,None,None,None,
균열의 코어,1,Scoin,WeaponPromote,None,None,None,
이세계의 시냅스,2,Scoin,WeaponPromote,None,None,None,
이세계 생명체의 코어,4,Scoin,WeaponPromote,None,None,None,
심부름꾼의 낡은 회중시계,1,Scoin,WeaponPromote,None,None,None,
심부름꾼의 제식 회중시계,2,Scoin,WeaponPromote,None,None,None,
심부름꾼의 시시각각,4,Scoin,WeaponPromote,None,None,None,
