11000041,Ataque Normal de nuevo personaje masculino principal
11000042,Chongyun (prueba)
11000043,Personaje de prueba
11000044,Qiqi (prueba)
11000045,Diona (prueba)
11101,Hoja Desafilada
11201,Espada Plateada
11301,Hoja Fría
11302,Espada del Alba
11303,Espada del Viajero
11304,Espada de Hierro Oscuro
11305,Hoja de Filetear
11306,Espada Surcacielos
11401,Espada de Favonius
11402,Flauta
11403,Espada de Sacrificio
11404,Espada Real Larga
11405,Rugido del León
11406,Prototipo Rencor
11407,Espina de Hierro
11408,Espada Larga del Peñasco Oscuro
11409,Espada Negra
11410,Destello en la Oscuridad
11411,
11412,Espada del Descenso
11413,Deseo Ponzoñoso
11414,Espada Amenoma Gemela
11415,Huso de Cinabrio
11416,Kagotsurube Isshin
11417,Espada de Madera
11418,Luz Lunar de Xifos
11419,Espada Egregia de Isshin
11420,Espada Egregia de Isshin
11421,Espada Egregia de Isshin
11422,Diluvio Florífero
11424,Colmillo Lupino
11425,Réquiem Abisal
11426,Vado del Río Ceniciento
11501,Aquila Favonia
11502,Hoja Afilada Celestial
11503,Juramento por la Libertad
11504,Rompemontañas
11505,Cortador de Jade Primordial
11506,Cortador de Jade Primordial
11507,Destino Vacío
11508,
11509,Reflejo de las Tinieblas
11510,Luna Ondulante de Futsu
11511,Llave de la Coronación
11512,Clorofilo Refulgente
12101,Gran Espada del Guerrero
12201,Espada del Mercenario
12301,Sombra Férrea
12302,Gran Espada Sangrienta
12303,Espada de Hierro Blanco
12304,Espada de Cuarzo
12305,Garrote del Debate
12306,Gran Espada Surcacielos
12401,Gran Espada de Favonius
12402,Espada del Tiempo
12403,Gran Espada de Sacrificio
12404,Gran Espada Real
12405,Segadora de la Lluvia
12406,Prototipo Arcaico
12407,Sombra Blanca
12408,Gran Hoja del Peñasco Oscuro
12409,Médula de la Serpiente Marina
12410,Espada Lítica
12411,Argento Estelar de las Nieves
12412,Rey de los Mares
12414,Asesinato de Katsuragi
12415,Májaira Aguamarina
12416,Rey del Mal
12417,Espada Real del Bosque
12418,Fierro Floriorlado
12424,Garrote del Diálogo
12425,Sombra de la Marea
12501,Orgullo Celestial
12502,Lápida del Lobo
12503,Oda de los Pinos
12504,Espada de la Desidia
12505,Espada de Jade Inicial
12506,Historia Diferente
12508,
12509,
12510,Espadón Cornirrojo
12511,Emblema del Mar de Juncos
13101,Lanza del Principiante
13201,Punta de Hierro
13301,Borla Blanca
13302,Alabarda
13303,Borla Negra
13304,Asta de Bandera
13401,Perdición del Dragón
13402,Prototipo Estelar
13403,Pica Luna Creciente
13404,Lanza del Peñasco Oscuro
13405,Lanza del Duelo
13406,Lanza Lítica
13407,Lanza de Favonius
13408,Lanza de Caza Real
13409,Lanza de Espinadragón
13414,Cruz de Kitain
13415,La Captura
13416,Aleta Cortaolas
13417,Perforalunas
13419,Alabarda del Viento Epistolar
13424,Balada de los Fiordos
13425,Retribución de la Justicia
13501,Báculo de Homa
13502,Púa Celestial
13503,
13504,Lanza Perforanubes
13505,Halcón de Jade
13506,Cazador de Dioses
13507,Pacificadora del Desastre
13509,Luz del Segador
13511,Báculo de las Arenas Escarlatas
14101,Apuntes del Aprendiz
14201,Grimorio de Bolsillo
14301,Guía Mágica
14302,Cuentos de Cazadores de Dragones
14303,Historias de Otros Mundos
14304,Orbe Esmeralda
14305,Nefrita Gemela
14306,Catalizador de Ámbar
14401,Códice de Favonius
14402,Sinfonía de los Merodeadores
14403,Memorias de Sacrificios
14404,Grimorio Real
14405,Perla Solar
14406,Prototipo Ámbar
14407,Carta Náutica
14408,Ágata del Peñasco Oscuro
14409,Ojo de la Perspicacia
14410,Vino y Poesía
14411,
14412,Frío Eterno
14413,Cuentos de Dodoco
14414,Anillo de Hakushin
14415,Ojo del Juramento
14416,Estrella Errabunda
14417,Fruto de la Culminación
14424,Jade Sacrificial
14425,Fluencia Impoluta
14501,Pergamino Celestial
14502,Oración Perdida a los Vientos Sagrados
14503,Balada Perdida
14504,Candado Terrenal
14505,Centelleo Jadecaído
14506,Luna Inalterable
14508,
14509,Axioma de la Kagura
14511,Sueños de las Mil Noches
14512,Reminiscencia de Tulaytulah
15101,Arco del Cazador
15201,Arco del Cazador Estacional
15301,Arco de Cuervo
15302,Juramento del Arquero
15303,Arco Recurvo
15304,Tirachinas
15305,Mensajero
15306,Arco de Ébano
15401,Arco de Favonius
15402,Último Acorde
15403,Arco del Sacrificio
15404,Arco Real
15405,Herrumbre
15406,Prototipo Luz de Luna
15407,Arco Compuesto
15408,Arco del Peñasco Oscuro
15409,Arco de la Cazadora Esmeralda
15410,Cazador del Callejón
15411,Desvanecimiento del Crepúsculo
15412,Vals Nocturno
15413,Oda a las Flores de Viento
15414,Masacrademonios
15415,Depredador
15416,Luna de Mouun
15417,Vasalla del Rey
15418,Fin de las Aguas
15419,Perforaibis
15424,Descendientes del Sol Abrasador
15425,Serenata del Sosiego
15501,Alas Celestiales
15502,Arco de Amos
15503,Elegía del Fin
15504,Cazador de Dragones de Kunwu
15505,Vista de Jade Primordial
15506,Espejo Roto
15507,Estrella Invernal
15508,Aqua Simulacra
15509,Agitador del Relámpago
15511,Senda de la Cazadora
15512,El Primer Gran Número de Magia
20001,
10002,
10003,
10004,
10005,
10006,
10008,
