Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Argento estelar,1,WeaponExp,AvatarPromote,None,None,None,
Pedazo de amatista,1,WeaponExp,AvatarPromote,None,None,None,
Escaradiablo,1,Scoin,WeaponPromote,None,None,None,
Pétalos de cerezo,1,AvatarExp,SkillBook,None,None,None,
Médula cristalizada,1,WeaponExp,AvatarPromote,None,None,None,
Dendrobio,1,AvatarExp,SkillBook,None,None,None,
Percibetormentas,1,AvatarExp,SkillBook,None,None,None,
Hongo marino,1,AvatarExp,SkillBook,None,None,None,
Perla de coral,1,WeaponExp,AvatarPromote,None,None,None,
Fruto amakumo,1,AvatarExp,SkillBook,None,None,None,
Hongo fluorescente,1,AvatarExp,SkillBook,None,None,None,
Alga,1,AvatarExp,SkillBook,None,None,None,
Calavanda,1,AvatarExp,SkillBook,None,None,None,
Hongo estelar,1,AvatarExp,SkillBook,None,None,None,
Champiñón rukkhashava,1,AvatarExp,SkillBook,None,None,None,
Orquídea padishá,1,AvatarExp,SkillBook,None,None,None,
Loto nilotpala,1,AvatarExp,SkillBook,None,None,None,
Fruto harra,1,AvatarExp,SkillBook,None,None,None,
Loto kalpa,1,AvatarExp,SkillBook,None,None,None,
Duraznoliva,1,AvatarExp,SkillBook,None,None,None,
Rosa de Sumeru,1,AvatarExp,SkillBook,None,None,None,
Añoraescarlata,1,AvatarExp,SkillBook,None,None,None,
Dátil,1,AvatarExp,SkillBook,None,None,None,
Escarabajo dorado,1,Scoin,WeaponPromote,None,None,None,
Hongo vigorestelar,1,AvatarExp,SkillBook,None,None,None,
Hongo estelar chamuscado,1,AvatarExp,SkillBook,None,None,None,
Viparyas,1,AvatarExp,SkillBook,None,None,None,
Condensado de Slime,1,Scoin,WeaponPromote,None,None,None,
Babas de Slime,2,Scoin,WeaponPromote,None,None,None,
Esencia de Slime,4,Scoin,WeaponPromote,None,None,None,
Máscara dañada,1,Scoin,WeaponPromote,None,None,None,
Máscara sucia,2,Scoin,WeaponPromote,None,None,None,
Máscara amenazante,4,Scoin,WeaponPromote,None,None,None,
Pergamino guía,1,AvatarExp,SkillBook,None,None,None,
Pergamino hechizado,2,AvatarExp,SkillBook,None,None,None,
Pergamino maldito,4,AvatarExp,SkillBook,None,None,None,
Flecha robusta,1,WeaponExp,AvatarPromote,None,None,None,
Flecha afilada,2,WeaponExp,AvatarPromote,None,None,None,
Flecha veterana,4,WeaponExp,AvatarPromote,None,None,None,
Cuerno pesado,1,Scoin,WeaponPromote,None,None,None,
Cuerno de bronce negro,2,Scoin,WeaponPromote,None,None,None,
Cuerno con cristal negro,4,Scoin,WeaponPromote,None,None,None,
Rama seca de líneas ley,1,AvatarExp,SkillBook,None,None,None,
Hojas secas de líneas ley,2,AvatarExp,SkillBook,None,None,None,
Brotes de líneas ley,4,AvatarExp,SkillBook,None,None,None,
Dispositivo del caos,1,Scoin,WeaponPromote,None,None,None,
Circuito del caos,2,Scoin,WeaponPromote,None,None,None,
Caldera del caos,4,Scoin,WeaponPromote,None,None,None,
Polen neblinoso,1,AvatarExp,SkillBook,None,None,None,
Hierba neblinosa,2,AvatarExp,SkillBook,None,None,None,
Lámpara de hierba neblinosa,4,AvatarExp,SkillBook,None,None,None,
Daga de cacería,1,WeaponExp,AvatarPromote,None,None,None,
Daga del agente,2,WeaponExp,AvatarPromote,None,None,None,
Daga larga del inspector,4,WeaponExp,AvatarPromote,None,None,None,
Insignia del recluta,1,Scoin,WeaponPromote,None,None,None,
Insignia del sargento,2,Scoin,WeaponPromote,None,None,None,
Insignia del oficial,4,Scoin,WeaponPromote,None,None,None,
Insignia de cuervo de bronce,1,Scoin,WeaponPromote,None,None,None,
Insignia de cuervo plateada,2,Scoin,WeaponPromote,None,None,None,
Insignia de cuervo dorada,4,Scoin,WeaponPromote,None,None,None,
Néctar de Megaflora,1,AvatarExp,SkillBook,None,None,None,
Néctar brillante,2,AvatarExp,SkillBook,None,None,None,
Néctar energético,4,AvatarExp,SkillBook,None,None,None,
Fragmento de hueso frágil,1,Scoin,WeaponPromote,None,None,None,
Fragmento de hueso sólido,2,Scoin,WeaponPromote,None,None,None,
Fragmento de hueso fosilizado,4,Scoin,WeaponPromote,None,None,None,
Guardamano viejo,1,Scoin,WeaponPromote,None,None,None,
Guardamano gemelo,2,Scoin,WeaponPromote,None,None,None,
Guardamano célebre,4,Scoin,WeaponPromote,None,None,None,
Engranaje del caos,1,Scoin,WeaponPromote,None,None,None,
Eje del caos,2,Scoin,WeaponPromote,None,None,None,
Ojo del caos,4,Scoin,WeaponPromote,None,None,None,
Prisma oscuro,1,Scoin,WeaponPromote,None,None,None,
Prisma de cristal,2,Scoin,WeaponPromote,None,None,None,
Prisma polarizador,4,Scoin,WeaponPromote,None,None,None,
Caparazón espectral,1,Scoin,WeaponPromote,None,None,None,
Corazón espectral,2,Scoin,WeaponPromote,None,None,None,
Núcleo espectral,4,Scoin,WeaponPromote,None,None,None,
Garra oculta,1,Scoin,WeaponPromote,None,None,None,
Garra afilada oculta,2,Scoin,WeaponPromote,None,None,None,
Garra fantasmal oculta,4,Scoin,WeaponPromote,None,None,None,
Espora fúngica,1,AvatarExp,SkillBook,None,None,None,
Polen fluorescente,2,AvatarExp,SkillBook,None,None,None,
Polvo quistecristalino,4,AvatarExp,SkillBook,None,None,None,
Núcleo fúngico inerte,1,AvatarExp,SkillBook,None,None,None,
Núcleo fúngico inactivo,2,AvatarExp,SkillBook,None,None,None,
Núcleo fúngico robusto,4,AvatarExp,SkillBook,None,None,None,
Satén rojo descolorido,1,Scoin,WeaponPromote,None,None,None,
Seda roja bordada,2,Scoin,WeaponPromote,None,None,None,
Brocado rojo lujoso,4,Scoin,WeaponPromote,None,None,None,
Contenedor del caos,1,Scoin,WeaponPromote,None,None,None,
Módulo del caos,2,Scoin,WeaponPromote,None,None,None,
Perno del caos,4,Scoin,WeaponPromote,None,None,None,
Prisma dañado,1,Scoin,WeaponPromote,None,None,None,
Prisma enturbiado,2,Scoin,WeaponPromote,None,None,None,
Prisma radiante,4,Scoin,WeaponPromote,None,None,None,
Estatuilla oscura,1,Scoin,WeaponPromote,None,None,None,
Estatuilla del amanecer,2,Scoin,WeaponPromote,None,None,None,
Estatuilla de las profundidades,4,Scoin,WeaponPromote,None,None,None,
