Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Windmühlenaster,1,AvatarExp,SkillBook,None,None,None,
Philanemo-Pilz,1,AvatarExp,SkillBook,None,None,None,
Lampenkraut,1,AvatarExp,SkillBook,None,None,None,
Wasserlilie,1,AvatarExp,SkillBook,None,None,None,
Löwenzahnsamen,1,AvatarExp,SkillBook,None,None,None,
Jueyun-Peperoni,1,AvatarExp,SkillBook,None,None,None,
Nachtjade,1,WeaponExp,AvatarPromote,None,None,None,
Seidenblume,1,AvatarExp,SkillBook,None,None,None,
Glaslilie,1,AvatarExp,SkillBook,None,None,None,
Qingxin,1,AvatarExp,SkillBook,None,None,None,
Sternmuschel,1,Scoin,WeaponPromote,None,None,None,
Glasglöckchen,1,AvatarExp,SkillBook,None,None,None,
Cor Lapis,1,WeaponExp,AvatarPromote,None,None,None,
Brocken Eisen,1,WeaponExp,AvatarPromote,None,None,None,
Brocken weißes Eisen,1,WeaponExp,AvatarPromote,None,None,None,
Brocken Kristall,1,WeaponExp,AvatarPromote,None,None,None,
Brocken magisches Kristall,1,WeaponExp,AvatarPromote,None,None,None,
Sternsilbererz,1,WeaponExp,AvatarPromote,None,None,None,
Amethyst-Brocken,1,WeaponExp,AvatarPromote,None,None,None,
Onikabuto,1,Scoin,WeaponPromote,None,None,None,
Sakura-Blüte,1,AvatarExp,SkillBook,None,None,None,
Kristallmark,1,WeaponExp,AvatarPromote,None,None,None,
Dendrobium,1,AvatarExp,SkillBook,None,None,None,
Naku-Kraut,1,AvatarExp,SkillBook,None,None,None,
Meereslackporling,1,AvatarExp,SkillBook,None,None,None,
Sango-Perle,1,WeaponExp,AvatarPromote,None,None,None,
Amakumo-Frucht,1,AvatarExp,SkillBook,None,None,None,
Leuchtpilz,1,AvatarExp,SkillBook,None,None,None,
Seegras,1,AvatarExp,SkillBook,None,None,None,
Lavendelmelone,1,AvatarExp,SkillBook,None,None,None,
Sternpilz,1,AvatarExp,SkillBook,None,None,None,
Rukkhashava-Pilz,1,AvatarExp,SkillBook,None,None,None,
Padisarah,1,AvatarExp,SkillBook,None,None,None,
Nilotpala-Lotos,1,AvatarExp,SkillBook,None,None,None,
Harra-Frucht,1,AvatarExp,SkillBook,None,None,None,
Kalpalata-Lotos,1,AvatarExp,SkillBook,None,None,None,
Zaytun-Pfirsich,1,AvatarExp,SkillBook,None,None,None,
Sumeru-Rose,1,AvatarExp,SkillBook,None,None,None,
Hennabeere,1,AvatarExp,SkillBook,None,None,None,
Dattel,1,AvatarExp,SkillBook,None,None,None,
Skarabäus,1,Scoin,WeaponPromote,None,None,None,
Aktivierter Sternpilz,1,AvatarExp,SkillBook,None,None,None,
Verbrannter Sternpilz,1,AvatarExp,SkillBook,None,None,None,
Viparyas,1,AvatarExp,SkillBook,None,None,None,
Schleimabsonderung,1,Scoin,WeaponPromote,None,None,None,
Schleimkondensat,2,Scoin,WeaponPromote,None,None,None,
Schleimkonzentrat,4,Scoin,WeaponPromote,None,None,None,
Zerbrochene Maske,1,Scoin,WeaponPromote,None,None,None,
Verdreckte Maske,2,Scoin,WeaponPromote,None,None,None,
Unheilvolle Maske,4,Scoin,WeaponPromote,None,None,None,
Leitende Schriftrolle,1,AvatarExp,SkillBook,None,None,None,
Zaubersiegel-Schriftrolle,2,AvatarExp,SkillBook,None,None,None,
Fluchschriftrolle,4,AvatarExp,SkillBook,None,None,None,
Stabile Bolzenspitze,1,WeaponExp,AvatarPromote,None,None,None,
Scharfe Bolzenspitze,2,WeaponExp,AvatarPromote,None,None,None,
Abgenutzte Bolzenspitze,4,WeaponExp,AvatarPromote,None,None,None,
Schweres Horn,1,Scoin,WeaponPromote,None,None,None,
Kupferhorn,2,Scoin,WeaponPromote,None,None,None,
Schwarzes Kristallhorn,4,Scoin,WeaponPromote,None,None,None,
Alte Rute des Flusses der Elemente,1,AvatarExp,SkillBook,None,None,None,
Verdorrte Blätter des Flusses der Elemente,2,AvatarExp,SkillBook,None,None,None,
Frische Triebe des Flusses der Elemente,4,AvatarExp,SkillBook,None,None,None,
Chaos-Apparat,1,Scoin,WeaponPromote,None,None,None,
Chaos-Schaltkreis,2,Scoin,WeaponPromote,None,None,None,
Chaos-Getriebe,4,Scoin,WeaponPromote,None,None,None,
Nebelgraspollen,1,AvatarExp,SkillBook,None,None,None,
Nebelgrassäckchen,2,AvatarExp,SkillBook,None,None,None,
Nebelgrasdocht,4,AvatarExp,SkillBook,None,None,None,
Zeremonielles Jagdschwert,1,WeaponExp,AvatarPromote,None,None,None,
Zeremonielles Agentenschwert,2,WeaponExp,AvatarPromote,None,None,None,
Zeremonielles Kundschafterlangschwert,4,WeaponExp,AvatarPromote,None,None,None,
Abzeichen für neue Rekruten,1,Scoin,WeaponPromote,None,None,None,
Abzeichen für Unteroffiziere,2,Scoin,WeaponPromote,None,None,None,
Abzeichen für Offiziere,4,Scoin,WeaponPromote,None,None,None,
Krähenwappen der Schatzsuche,1,Scoin,WeaponPromote,None,None,None,
Krähenwappen der Silberschätze,2,Scoin,WeaponPromote,None,None,None,
Krähenwappen der Goldschätze,4,Scoin,WeaponPromote,None,None,None,
Vaniloqua-Nektar,1,AvatarExp,SkillBook,None,None,None,
Leuchtender Nektar,2,AvatarExp,SkillBook,None,None,None,
Elementarnektar,4,AvatarExp,SkillBook,None,None,None,
Zerbrechliches Knochenstück,1,Scoin,WeaponPromote,None,None,None,
Stabiles Knochenstück,2,Scoin,WeaponPromote,None,None,None,
Versteinertes Knochenstück,4,Scoin,WeaponPromote,None,None,None,
Alter Handschutz,1,Scoin,WeaponPromote,None,None,None,
Kageuchi-Handschutz,2,Scoin,WeaponPromote,None,None,None,
Berühmter Handschutz,4,Scoin,WeaponPromote,None,None,None,
Chaos-Vorrichtung,1,Scoin,WeaponPromote,None,None,None,
Chaos-Achse,2,Scoin,WeaponPromote,None,None,None,
Chaos-Oculus,4,Scoin,WeaponPromote,None,None,None,
Düsteres Prisma,1,Scoin,WeaponPromote,None,None,None,
Kristallprisma,2,Scoin,WeaponPromote,None,None,None,
Polarisationsprisma,4,Scoin,WeaponPromote,None,None,None,
Geisterhülle,1,Scoin,WeaponPromote,None,None,None,
Gespensterherz,2,Scoin,WeaponPromote,None,None,None,
Gespensterkern,4,Scoin,WeaponPromote,None,None,None,
Kralle der versteckten Monster,1,Scoin,WeaponPromote,None,None,None,
Versteckte Monsterklauen,2,Scoin,WeaponPromote,None,None,None,
Versteckte Monsterkrallen,4,Scoin,WeaponPromote,None,None,None,
Sporen der Pilzbestie,1,AvatarExp,SkillBook,None,None,None,
Leuchtendes Sporenpulver,2,AvatarExp,SkillBook,None,None,None,
Kristalliner Zystenstaub,4,AvatarExp,SkillBook,None,None,None,
Inaktives Sklerotium,1,AvatarExp,SkillBook,None,None,None,
Schlafendes Sklerotium,2,AvatarExp,SkillBook,None,None,None,
Robustes Sklerotium,4,AvatarExp,SkillBook,None,None,None,
Verblasste rote Seide,1,Scoin,WeaponPromote,None,None,None,
Geränderte rote Seide,2,Scoin,WeaponPromote,None,None,None,
Goldverwobene rote Seide,4,Scoin,WeaponPromote,None,None,None,
Chaos-Speicher,1,Scoin,WeaponPromote,None,None,None,
Chaos-Modul,2,Scoin,WeaponPromote,None,None,None,
Chaos-Anker,4,Scoin,WeaponPromote,None,None,None,
Zerbrochenes Prisma,1,Scoin,WeaponPromote,None,None,None,
Trübes Prisma,2,Scoin,WeaponPromote,None,None,None,
Leuchtendes Prisma,4,Scoin,WeaponPromote,None,None,None,
Figur der Dunkelheit,1,Scoin,WeaponPromote,None,None,None,
Figur der Nacht,2,Scoin,WeaponPromote,None,None,None,
Figur der Finsternis,4,Scoin,WeaponPromote,None,None,None,
