11301,Kühle Klinge
11302,Schwert der Dämmerung
11303,Reiseschwert
11304,Dunkles Eisenschwert
11305,Filetiermesser
11306,Himmelsflug-Schwert
11401,Favonius-Schwert
11402,Flöte
11403,Opferschwert
11404,Königliches Langschwert
11405,Drachenschrei
11406,Steinschneider-Prototyp
11407,Eisenstich
11408,Schwarzstein-Langschwert
11409,Schwarzes Schwert
11410,Gassenleuchte
11411,
11412,Schwert der Niederkunft
11413,Schwert der Verderbnis
11414,Amenoma Kageuchi
11415,Zinnoberspindel
11416,Kagotsurube Isshin
11417,Stammklinge
11418,Mondlicht von Xiphos
11419,Berühmtes Schwert der „Isshin-Schule“
11420,Berühmtes Schwert der „Isshin-Schule“
11421,Berühmtes Schwert der „Isshin-Schule“
11422,Toukabou Shigure
11501,Windfalke
11502,Himmelsklinge
11503,Blasser Schwur der Freiheit
11504,Gipfelbrecher
11505,Moosgrüner Fels
11506,Moosgrüner Fels
11507,Gefäß der Leere
11508,
11509,Widerschein des Nebelsplitters
11510,Haran Geppaku Futsu
11511,Khaj-Nisut-Schlüssel
11512,Licht der schneidenden Blätter
12101,Übungsgroßschwert
12201,Söldnerzweihänder
12301,Eiserner Schatten
12302,Drachenblutschwert
12303,Weißes Eisengroßschwert
12304,Quarzgroßschwert
12305,Schlagfestes Argument
12306,Himmelsflug-Großschwert
12401,Favonius-Großschwert
12402,Glocke
12403,Opfergroßschwert
12404,Königliches Großschwert
12405,Regenschnitter
12406,Guhua-Prototyp
12407,Weißer Schatten
12408,Schwarzstein-Schneide
12409,Knochenschwert
12410,Antikes Millelithenschwert
12411,Unter Schnee begrabenes Sternsilber
12412,Luxuriöser Seekönig
12414,Katsuragikiri Nagamasa
12415,Makhaira-Aquamarin
12416,Akuoumaru
12417,Waldkönigsschwert
12418,Eiserne Blume
12501,Stolz des Himmels
12502,Wolfsgrab
12503,Kiefernklang
12504,Grobes Schwert
12505,Urzeitliches Jadeschwert
12506,Anderer Verlauf
12508,
12509,
12510,Rothorn-Steinbrecher
12511,Schilfmeer-Bake
13101,Anfängerlanze
13201,Eisenlanze
13301,Weiße Quaste
13302,Hellebarde
13303,Schwarze Quaste
13304,Fahnenmast
13401,Drachenschreck
13402,Sternsichel-Prototyp
13403,Mondpike
13404,Schwarzsteinlanze
13405,Duelllanze
13406,Millelithenlanze
13407,Favonius-Lanze
13408,Königlicher Jagdspeer
13409,Drachengratspeer
13414,Kitain-Kreuzlanze
13415,„Der Fang“
13416,Wellenbrecherflosse
13417,Monddurchbohrer
13419,Spitze der klingenden Winde
13501,Homa-Stab
13502,Himmelsgrat
13503,
13504,Regenbogenstecher
13505,Urzeitlicher Jadespeer
13506,Göttermörder
13507,Ende des Unheils
13509,Grasschnittstrahl
13511,Stab der roten Sande
14101,Aufzeichnungen eines Lehrlings
14201,Taschenzauberbuch
14301,Magieführer
14302,Von den Heldentaten der Drachenbezwinger
14303,Geschichten einer anderen Welt
14304,Jadekugel
14305,Zwillingsnephrit
14306,Bernsteinkatalysator
14401,Favonius-Kodex
14402,Landstreichernoten
14403,Opferrituale
14404,Königliches Zauberbuch
14405,Sonne und Mond
14406,Bernstein-Prototyp
14407,Illustrationen von Landen und Wassern
14408,Schwarzstein-Achat
14409,Herzensblick
14410,Wein und Gesang in den Gassen
14411,
14412,Permafrostfrucht
14413,Dodoco-Geschichten
14414,Hakushin-Ring
14415,Auge des Gelöbnisses
14416,Wandernder Abendstern
14417,Vollmondfrucht
14501,Himmelsatlas
14502,Gebete der Vier Winde
14503,Ballade des Verlusts
14504,Ketten des Diesseits
14505,Jadesturz-Pracht
14506,Ewiger Mondschein
14508,
14509,Kaguras Wahrheit
14511,Fließende Träume von tausend Nächten
14512,Tulaytullahs Erinnerung
15101,Jagdbogen
15201,Alter Jagdbogen
15301,Rabenbogen
15302,Eid des Scharfschützen
15303,Reflexbogen
15304,Steinschleuder
15305,Überbringer
15306,Ebenholzbogen
15401,Favonius-Jagdbogen
15402,Der Sehnenlose
15403,Opferbogen
15404,Königlicher Langbogen
15405,Rostiger Bogen
15406,Mondschein-Prototyp
15407,Compoundbogen
15408,Schwarzstein-Kriegsbogen
15409,Grasgrüner Jagdbogen
15410,Gassenjäger
15411,Ausklingende Dämmerung
15412,Mitternachtswalzer
15413,Windblumenode
15414,Hamayumi
15415,Raubtier
15416,Mouun-Mond
15417,Gefolgsfrau des Königs
15418,Schwertfischer
15501,Himmelsflügel
15502,Amos’ Bogen
15503,Letzter Seufzer
15504,Kunwus Drachenschlächter
15505,Urzeitlicher Jadebogen
15506,Zerbrochener Spiegel
15507,Polarstern
15508,Aqua Simulacra
15509,Donnerpuls
15511,Pfad des Jägers
20001,
10002,
10003,
10004,
10005,
10006,
10008,
