Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Старый наконечник стрелы,4,WeaponExp,AvatarPromote,None,None,None,
Тяжёлый рог,1,Scoin,WeaponPromote,None,None,None,
Чёрный бронзовый рог,2,Scoin,WeaponPromote,None,None,None,
Чёрный кристаллический рог,4,Scoin,WeaponPromote,None,None,None,
Ветви артерий земли,1,AvatarExp,SkillBook,None,None,None,
Листья артерий земли,2,AvatarExp,SkillBook,None,None,None,
Ростки артерий земли,4,AvatarExp,SkillBook,None,None,None,
Устройство хаоса,1,Scoin,WeaponPromote,None,None,None,
Цепь хаоса,2,Scoin,WeaponPromote,None,None,None,
Ядро хаоса,4,Scoin,WeaponPromote,None,None,None,
Пыльца туманной травы,1,AvatarExp,SkillBook,None,None,None,
Мешочек с туманной травой,2,AvatarExp,SkillBook,None,None,None,
Пучок туманной травы,4,AvatarExp,SkillBook,None,None,None,
Церемониальный нож охотника,1,WeaponExp,AvatarPromote,None,None,None,
Церемониальный нож агента,2,WeaponExp,AvatarPromote,None,None,None,
Церемониальный нож инспектора,4,WeaponExp,AvatarPromote,None,None,None,
Шеврон рядового,1,Scoin,WeaponPromote,None,None,None,
Шеврон сержанта,2,Scoin,WeaponPromote,None,None,None,
Шеврон офицера,4,Scoin,WeaponPromote,None,None,None,
Печать Похитителей сокровищ,1,Scoin,WeaponPromote,None,None,None,
Печать серебряного ворона,2,Scoin,WeaponPromote,None,None,None,
Печать золотого ворона,4,Scoin,WeaponPromote,None,None,None,
Нектар попрыгуньи,1,AvatarExp,SkillBook,None,None,None,
Мерцающий нектар,2,AvatarExp,SkillBook,None,None,None,
Элементальный нектар,4,AvatarExp,SkillBook,None,None,None,
Хрупкие останки,1,Scoin,WeaponPromote,None,None,None,
Крепкие останки,2,Scoin,WeaponPromote,None,None,None,
Окаменевшие останки,4,Scoin,WeaponPromote,None,None,None,
Старая гарда,1,Scoin,WeaponPromote,None,None,None,
Гарда кагэути,2,Scoin,WeaponPromote,None,None,None,
Прославленная гарда,4,Scoin,WeaponPromote,None,None,None,
Механизм хаоса,1,Scoin,WeaponPromote,None,None,None,
Ось хаоса,2,Scoin,WeaponPromote,None,None,None,
Око хаоса,4,Scoin,WeaponPromote,None,None,None,
Тёмная призма,1,Scoin,WeaponPromote,None,None,None,
Кристальная призма,2,Scoin,WeaponPromote,None,None,None,
Поляризационная призма,4,Scoin,WeaponPromote,None,None,None,
Призрачная оболочка,1,Scoin,WeaponPromote,None,None,None,
Призрачное сердце,2,Scoin,WeaponPromote,None,None,None,
Призрачное ядро,4,Scoin,WeaponPromote,None,None,None,
Скрытый коготь,1,Scoin,WeaponPromote,None,None,None,
Скрытый заточенный коготь,2,Scoin,WeaponPromote,None,None,None,
Скрытый дьявольский коготь,4,Scoin,WeaponPromote,None,None,None,
Споры плесенника,1,AvatarExp,SkillBook,None,None,None,
Светящаяся пыльца,2,AvatarExp,SkillBook,None,None,None,
Пыль кристаллоцистов,4,AvatarExp,SkillBook,None,None,None,
Неактивное ядро плесенника,1,AvatarExp,SkillBook,None,None,None,
Спящее ядро плесенника,2,AvatarExp,SkillBook,None,None,None,
Здоровое ядро плесенника,4,AvatarExp,SkillBook,None,None,None,
Выцветший красный шёлк,1,Scoin,WeaponPromote,None,None,None,
Окаймлённый красный шёлк,2,Scoin,WeaponPromote,None,None,None,
Златотканый красный шёлк,4,Scoin,WeaponPromote,None,None,None,
Сосуд хаоса,1,Scoin,WeaponPromote,None,None,None,
Модуль хаоса,2,Scoin,WeaponPromote,None,None,None,
Анкер хаоса,4,Scoin,WeaponPromote,None,None,None,
Сломанная призма,1,Scoin,WeaponPromote,None,None,None,
Загрязнённая призма,2,Scoin,WeaponPromote,None,None,None,
Блестящая призма,4,Scoin,WeaponPromote,None,None,None,
Мрачная статуэтка,1,Scoin,WeaponPromote,None,None,None,
Тёмная статуэтка,2,Scoin,WeaponPromote,None,None,None,
Смертельная статуэтка,4,Scoin,WeaponPromote,None,None,None,
