11000041,Tấn Công Thường Mới Của Nam Chính
11000042,Chongyun (Test)
11000043,Test Nhân Vật
11000044,Qiqi(test)
11000045,Diona (test)
11101,Vô Phong Kiếm
11201,Kiếm Bạc
11301,Lãnh Nhẫn
11302,Thần Kiếm Lê Minh
11303,Kiếm Lữ Hành
11304,Kiếm Sắt Đen
11305,Đao Săn Cá
11306,Kiếm Phi Thiên
11401,Tây Phong Kiếm
11402,Kiếm Sáo
11403,Kiếm Tế Lễ
11404,Trường Kiếm Tông Thất
11405,Tiếng Hét Của Rồng
11406,Mẫu Trảm Nham
11407,Thiết Phong Kích
11408,Hắc Nham Trường Kiếm
11409,Kiếm Đen
11410,Tia Sáng Nơi Hẻm Tối
11411,
11412,Kiếm Giáng Lâm
11413,Răng Nanh Rỉ Sét
11414,Đoản Đao Amenoma
11415,Con Thoi Chu Sa
11416,Kagotsurube Isshin
11417,Kiếm Gỗ
11418,Ánh Trăng Xiphos
11419,Danh Đao "Trường Phái Isshin"
11420,Danh Đao "Trường Phái Isshin"
11421,Danh Đao "Trường Phái Isshin"
11422,Toukabou Shigure
11501,Phong Ưng Kiếm
11502,Thiên Không Kiếm
11503,Lời Thề Tự Do Cổ Xưa
11504,Kiếm Chước Phong
11505,Bàn Nham Kết Lục
11506,Nham Kết Lục
11507,Hư Vô
11508,
11509,Ánh Sáng Đêm Sương Mù
11510,Haran Geppaku Futsu
11511,Chìa Khóa Khaj-Nisut
11512,Ánh Lá Phán Quyết
12101,Kiếm Huấn Luyện
12201,Kiếm Dụng Binh
12301,Kiếm Thiết Ảnh
12302,Kiếm Huyết Rồng
12303,Kiếm Bạch Thiết
12304,Kiếm Thạch Anh
12305,Gậy Thu Phục
12306,Đại Kiếm Phi Thiên
12401,Đại Kiếm Tây Phong
12402,Kiếm Chuông
12403,Đại Kiếm Tế Lễ
12404,Đại Kiếm Tông Thất
12405,Vũ Tài
12406,Mẫu Cổ Hoa
12407,Kiếm Bạch Ảnh
12408,Hắc Nham Trảm Đao
12409,Kiếm Li Cốt
12410,Thiên Nham Cổ Kiếm
12411,Tuyết Vùi Tinh Ngân
12412,Vua Biển Hàng Hiệu
12414,Trường Đao Katsuragi
12415,Sắc Nước Makhaira
12416,Akuoumaru
12417,Vương Khí Rừng Sâu
12418,Đóa Hoa Tôn Màu Thép
12501,Thiên Không Kiêu Ngạo
12502,Đường Cùng Của Sói
12503,Tiếng Gió Trong Rừng Thông
12504,Kiếm Vô Công
12505,Đề Ách Ngư
12506,Dị Sử
12508,
12509,
12510,Xích Giác Phá Thạch Đao
12511,Hải Đăng Bờ Biển Lau
13101,Thương Tân Thủ
13201,Thương Sắt
13301,Thương Bạch Anh
13302,Thuẫn Kích
13303,Hắc Anh Thương
13304,Cột Cờ
13401,Tai Ương Của Rồng
13402,Mẫu Tinh Liêm
13403,Lưu Nguyệt Châm
13404,Thương Hắc Nham
13405,Thương Quyết Chiến
13406,Thương Thiên Nham
13407,Thương Tây Phong
13408,Thương Săn Tông Thất
13409,Thương Long Tích
13414,Giáo Thập Tự Kitain
13415,Lao Xiên Cá
13416,Vây Cá Chẻ Sóng
13417,Quán Nguyệt Thương
13419,Mũi Nhọn Của Gió
13501,Trượng Hộ Ma
13502,Xương Sống Thiên Không
13503,
13504,Giáo Nịnh Thần
13505,Hòa Phác Diên
13506,Sát Chủ
13507,Hủy Diệt
13509,Đoạn Thảo Trường Đao
13511,Quyền Trượng Cát Đỏ
14101,Nhật Ký Học Sinh
14201,Sổ Tay Ma Pháp
14301,Tóm Tắt Ma Pháp
14302,Câu Chuyện Diệt Rồng
14303,Tiểu Thuyết Dị Giới
14304,Quả Cầu Ngọc
14305,Ngọc Sinh Đôi
14306,Hổ Phách Nguyệt
14401,Tây Phong Mật Điển
14402,Chương Nhạc Lang Thang
14403,Mảnh Chương Tế Lễ
14404,Mật Pháp Tông Thất
14405,Nhật Nguyệt Hạp
14406,Mẫu Kim Phách
14407,Hải Đồ Vạn Quốc
14408,Hắc Nham Phỉ Ngọc
14409,Chiêu Tâm
14410,Rượu Và Thơ Nơi Hẻm Tối
14411,
14412,Trái Chịu Lạnh
14413,Tuyển tập các câu chuyện về Dodoco
14414,Vòng Bạch Thần
14415,Con Ngươi Tuyên Thệ
14416,Sao Đêm Rong Ruổi
14417,Quả Mọng
14501,Quyển Thiên Không
14502,Điển Tích Tây Phong
14503,Bài Thơ Kể Chuyện
14504,Khóa Trần Thế
14505,Ngọc Bích Huy Hoàng
14506,Vầng Trăng Bất Diệt
14508,
14509,Chân Ý Của Kagura
14511,Cõi Mộng Ngàn Đêm
14512,Hồi Ức Tulaytullah
15101,Cung Săn Bắn
15201,Cung Săn Bắn Tôi Luyện
15301,Cung Lông Quạ
15302,Lời Thề Xạ Thủ Thần
15303,Cung Phản Khúc
15304,Nỏ Kéo
15305,Tín Sứ
15306,Cung Hắc Đàn
15401,Cung Tây Phong
15402,Tuyệt Huyền
15403,Cung Tế Lễ
15404,Trường Cung Tông Thất
15405,Cung Rỉ Sét
15406,Mẫu Đạm Nguyệt
15407,Cung Thép
15408,Cung Hắc Nham
15409,Cung Sắc Xanh
15410,Thợ Săn Hẻm Tối
15411,Lạc Hà
15412,Điệu Van Ban Đêm
15413,Bài Ca Hoa Gió
15414,Cung Trừ Ma
15415,Kẻ Săn Mồi
15416,Ánh Trăng Mouun
15417,Cận Vệ Nhà Vua
15418,Sông Cạn
15419,Mỏ Cò Xuyên Thấu
15501,Cánh Thiên Không
15502,Cung Amos
15503,Tiếng Thở Dài Vô Tận
15504,Rồng Kunwu
15505,Cung Huyền Lê
15506,Gương Vỡ
15507,Ngôi Sao Cực Đông
15508,Nhược Thủy
15509,Sấm Sét Rung Động
15511,Con Đường Thợ Săn
20001,(test) Test cần câu
10002,
10003,
10004,
10005,
10006,
10008,
