Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Insigne de corbeau en argent,2,Scoin,WeaponPromote,None,None,None,
Insigne de corbeau en or,4,Scoin,WeaponPromote,None,None,None,
Nectar de Fleur mensongère,1,AvatarExp,SkillBook,None,None,None,
Nectar miroitant,2,AvatarExp,SkillBook,None,None,None,
Nectar élémentaire,4,AvatarExp,SkillBook,None,None,None,
Fragment d'os fragile,1,Scoin,WeaponPromote,None,None,None,
Fragment d'os solide,2,Scoin,WeaponPromote,None,None,None,
Fragment d'os fossilisé,4,Scoin,WeaponPromote,None,None,None,
Garde-main ancien,1,Scoin,WeaponPromote,None,None,None,
Garde-main kageuchi,2,Scoin,WeaponPromote,None,None,None,
Garde-main célèbre,4,Scoin,WeaponPromote,None,None,None,
Engrenage du chaos,1,Scoin,WeaponPromote,None,None,None,
Axe du chaos,2,Scoin,WeaponPromote,None,None,None,
Œil du chaos,4,Scoin,WeaponPromote,None,None,None,
Prisme sombre,1,Scoin,WeaponPromote,None,None,None,
Prisme de cristal,2,Scoin,WeaponPromote,None,None,None,
Prisme polarisant,4,Scoin,WeaponPromote,None,None,None,
Coquille spectrale,1,Scoin,WeaponPromote,None,None,None,
Cœur spectral,2,Scoin,WeaponPromote,None,None,None,
Noyau spectral,4,Scoin,WeaponPromote,None,None,None,
Griffe dissimulée,1,Scoin,WeaponPromote,None,None,None,
Ongle dissimulé,2,Scoin,WeaponPromote,None,None,None,
Serre dissimulée,4,Scoin,WeaponPromote,None,None,None,
Spores de Fongus,1,AvatarExp,SkillBook,None,None,None,
Pollen fluorescent,2,AvatarExp,SkillBook,None,None,None,
Poussière cristalline de sporange,4,AvatarExp,SkillBook,None,None,None,
Noyau fongique inactivé,1,AvatarExp,SkillBook,None,None,None,
Noyau fongique dormant,2,AvatarExp,SkillBook,None,None,None,
Noyau fongique robuste,4,AvatarExp,SkillBook,None,None,None,
Satin rouge délavé,1,Scoin,WeaponPromote,None,None,None,
Soie rouge brodée,2,Scoin,WeaponPromote,None,None,None,
Brocart rouge luxueux,4,Scoin,WeaponPromote,None,None,None,
Conteneur du chaos,1,Scoin,WeaponPromote,None,None,None,
Module du chaos,2,Scoin,WeaponPromote,None,None,None,
Vis du chaos,4,Scoin,WeaponPromote,None,None,None,
Prisme endommagé,1,Scoin,WeaponPromote,None,None,None,
Prisme trouble,2,Scoin,WeaponPromote,None,None,None,
Prisme radieux,4,Scoin,WeaponPromote,None,None,None,
Statuette sinistre,1,Scoin,WeaponPromote,None,None,None,
Statuette maudite,2,Scoin,WeaponPromote,None,None,None,
Statuette maléfique,4,Scoin,WeaponPromote,None,None,None,
