Item,Value,Tag1,Tag2,Tag3,Tag4,Tag5,
Valberry,1,AvatarExp,SkillBook,None,None,None,
Cecília,1,AvatarExp,SkillBook,None,None,None,
Margaridas Voadoras,1,AvatarExp,SkillBook,None,None,None,
Cogumelo Philanemo,1,AvatarExp,SkillBook,None,None,None,
Lâmpada de Grama,1,AvatarExp,SkillBook,None,None,None,
Lótus de Leite,1,AvatarExp,SkillBook,None,None,None,
Sementes de Dandelion,1,AvatarExp,SkillBook,None,None,None,
Pimenta de Jueyun,1,AvatarExp,SkillBook,None,None,None,
Jade Nocticulosa,1,WeaponExp,AvatarPromote,None,None,None,
Flor de Seda,1,AvatarExp,SkillBook,None,None,None,
Lírio de Vidro,1,AvatarExp,SkillBook,None,None,None,
Qingxin,1,AvatarExp,SkillBook,None,None,None,
Conchas Estreladas,1,Scoin,WeaponPromote,None,None,None,
Violeta,1,AvatarExp,SkillBook,None,None,None,
Cor Lapis,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço de Ferro,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço de Ferro Branco,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço de Cristal,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço de Cristal Mágico,1,WeaponExp,AvatarPromote,None,None,None,
Minério de Prata Estrelada,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço de Ametista,1,WeaponExp,AvatarPromote,None,None,None,
Onikabuto,1,Scoin,WeaponPromote,None,None,None,
Pétalas da Flor de Sakura,1,AvatarExp,SkillBook,None,None,None,
Medula de Cristal,1,WeaponExp,AvatarPromote,None,None,None,
Dendróbio,1,AvatarExp,SkillBook,None,None,None,
Erva Naku,1,AvatarExp,SkillBook,None,None,None,
Fungos Marítimos,1,AvatarExp,SkillBook,None,None,None,
Pérola Sango,1,WeaponExp,AvatarPromote,None,None,None,
Fruto Tenkumo,1,AvatarExp,SkillBook,None,None,None,
Fungos Fluorescentes,1,AvatarExp,SkillBook,None,None,None,
Erva Marinha,1,AvatarExp,SkillBook,None,None,None,
Melão de Lavanda,1,AvatarExp,SkillBook,None,None,None,
Cogumelo Estrelar,1,AvatarExp,SkillBook,None,None,None,
Cogumelo Rukkhashava,1,AvatarExp,SkillBook,None,None,None,
Padisarah,1,AvatarExp,SkillBook,None,None,None,
Lótus Nilotpala,1,AvatarExp,SkillBook,None,None,None,
Fruta Harra,1,AvatarExp,SkillBook,None,None,None,
Lótus Kalpalata,1,AvatarExp,SkillBook,None,None,None,
Pêssego Zaytun,1,AvatarExp,SkillBook,None,None,None,
Rosa de Sumeru,1,AvatarExp,SkillBook,None,None,None,
Bagas de Espinheiro,1,AvatarExp,SkillBook,None,None,None,
Tâmara,1,AvatarExp,SkillBook,None,None,None,
Escaravelho Dourado,1,Scoin,WeaponPromote,None,None,None,
Cogumelo Estrelar Florindo,1,AvatarExp,SkillBook,None,None,None,
Cogumelo Estrelar Queimado,1,AvatarExp,SkillBook,None,None,None,
Viparya,1,AvatarExp,SkillBook,None,None,None,
Carne Misteriosa,1,Scoin,WeaponPromote,None,None,None,
Carne Unagi,1,Scoin,WeaponPromote,None,None,None,
Cebola,1,AvatarExp,SkillBook,None,None,None,
Cristal da Essência Condensada,1,WeaponExp,AvatarPromote,None,None,None,
Gordura de Pupa de Areia,1,Scoin,WeaponPromote,None,None,None,
Flor do Luto,1,AvatarExp,SkillBook,None,None,None,
Trishiraita,1,WeaponExp,AvatarPromote,None,None,None,
Lótus Pluie,1,AvatarExp,SkillBook,None,None,None,
Fruta Bulle,1,AvatarExp,SkillBook,None,None,None,
Marcotte,1,AvatarExp,SkillBook,None,None,None,
Concha de Cristal Azul,1,Scoin,WeaponPromote,None,None,None,
Flor Rociomarinha,1,AvatarExp,SkillBook,None,None,None,
Maralga,1,AvatarExp,SkillBook,None,None,None,
Campânula Lumidouce,1,AvatarExp,SkillBook,None,None,None,
Rosa Arco-Íris,1,AvatarExp,SkillBook,None,None,None,
Lumitoile,1,AvatarExp,SkillBook,None,None,None,
Flor da Luz do Lago,1,AvatarExp,SkillBook,None,None,None,
Unidade de Subdetecção,1,Scoin,WeaponPromote,None,None,None,
Primavera do Primeiro Orvalho,1,Scoin,WeaponPromote,None,None,None,
Condensado de Slime,1,Scoin,WeaponPromote,None,None,None,
Secreção de Slime,2,Scoin,WeaponPromote,None,None,None,
Essência de Slime,4,Scoin,WeaponPromote,None,None,None,
Máscara Danificada,1,Scoin,WeaponPromote,None,None,None,
Máscara Suja,2,Scoin,WeaponPromote,None,None,None,
Máscara Ominosa,4,Scoin,WeaponPromote,None,None,None,
Pergaminho Guia,1,AvatarExp,SkillBook,None,None,None,
Pergaminho do Encantamento,2,AvatarExp,SkillBook,None,None,None,
Pergaminho da Maldição,4,AvatarExp,SkillBook,None,None,None,
Ponta de Flecha Robusta,1,WeaponExp,AvatarPromote,None,None,None,
Ponta de Flecha Afiada,2,WeaponExp,AvatarPromote,None,None,None,
Ponta de Flecha Usada,4,WeaponExp,AvatarPromote,None,None,None,
Chifre Pesado,1,Scoin,WeaponPromote,None,None,None,
Chifre de Bronze Negro,2,Scoin,WeaponPromote,None,None,None,
Chifre de Cristal Preto,4,Scoin,WeaponPromote,None,None,None,
Ramo Seco de Linha Ley,1,AvatarExp,SkillBook,None,None,None,
Folha Morta de Linha Ley,2,AvatarExp,SkillBook,None,None,None,
Broto de Linha Ley,4,AvatarExp,SkillBook,None,None,None,
Dispositivo do Caos,1,Scoin,WeaponPromote,None,None,None,
Circuito do Caos,2,Scoin,WeaponPromote,None,None,None,
Fornalha do Caos,4,Scoin,WeaponPromote,None,None,None,
Pólen de Névoa,1,AvatarExp,SkillBook,None,None,None,
Grama do Nevoeiro,2,AvatarExp,SkillBook,None,None,None,
Pavio do Nevoeiro,4,AvatarExp,SkillBook,None,None,None,
Faca de Caça,1,WeaponExp,AvatarPromote,None,None,None,
Faca Especial,2,WeaponExp,AvatarPromote,None,None,None,
Faca Longa de Inspetor,4,WeaponExp,AvatarPromote,None,None,None,
Insígnia de Recruta,1,Scoin,WeaponPromote,None,None,None,
Insígnia de Sargento,2,Scoin,WeaponPromote,None,None,None,
Insígnia de Oficial,4,Scoin,WeaponPromote,None,None,None,
Insígnia dos Ladrões de Tesouro,1,Scoin,WeaponPromote,None,None,None,
Insígnia do Corvo Prateado,2,Scoin,WeaponPromote,None,None,None,
Insígnia de Corvo Dourado,4,Scoin,WeaponPromote,None,None,None,
Néctar da Flor Gigante,1,AvatarExp,SkillBook,None,None,None,
Néctar Brilhante,2,AvatarExp,SkillBook,None,None,None,
Néctar Elemental,4,AvatarExp,SkillBook,None,None,None,
Fragmento de osso frágil,1,Scoin,WeaponPromote,None,None,None,
Fragmento de osso sólido,2,Scoin,WeaponPromote,None,None,None,
Fragmento de osso fossilizado,4,Scoin,WeaponPromote,None,None,None,
Protetor de Mão Velho,1,Scoin,WeaponPromote,None,None,None,
Protetor de Mão Kageuchi,2,Scoin,WeaponPromote,None,None,None,
Protetor de Mão Famoso,4,Scoin,WeaponPromote,None,None,None,
Mecanismo do Caos,1,Scoin,WeaponPromote,None,None,None,
Processador do Caos,2,Scoin,WeaponPromote,None,None,None,
Olho do Caos,4,Scoin,WeaponPromote,None,None,None,
Prisma Sombrio,1,Scoin,WeaponPromote,None,None,None,
Prisma Cristalino,2,Scoin,WeaponPromote,None,None,None,
Prisma Polarizado,4,Scoin,WeaponPromote,None,None,None,
Casca Espectral,1,Scoin,WeaponPromote,None,None,None,
Coração Espectral,2,Scoin,WeaponPromote,None,None,None,
Núcleo Espectral,4,Scoin,WeaponPromote,None,None,None,
Garra Escondida,1,Scoin,WeaponPromote,None,None,None,
Garra Afiada Oculta,2,Scoin,WeaponPromote,None,None,None,
Garra Fantasmagórica Oculta,4,Scoin,WeaponPromote,None,None,None,
Esporo de Cogumelo Flutuante,1,AvatarExp,SkillBook,None,None,None,
Pólen fluorescente,2,AvatarExp,SkillBook,None,None,None,
Poeira Cristalina de Cisto,4,AvatarExp,SkillBook,None,None,None,
Núcleo Fúngico Inerte,1,AvatarExp,SkillBook,None,None,None,
Núcleo Fúngico Adormecido,2,AvatarExp,SkillBook,None,None,None,
Núcleo Fúngico Robusto,4,AvatarExp,SkillBook,None,None,None,
Cetim Vermelho Desbotado,1,Scoin,WeaponPromote,None,None,None,
Seda Vermelha Bordada,2,Scoin,WeaponPromote,None,None,None,
Cetim Vermelho,4,Scoin,WeaponPromote,None,None,None,
Recipiente do Caos,1,Scoin,WeaponPromote,None,None,None,
Módulo do Caos,2,Scoin,WeaponPromote,None,None,None,
Parafuso do Caos,4,Scoin,WeaponPromote,None,None,None,
Prisma Danificado,1,Scoin,WeaponPromote,None,None,None,
Prisma Turvo,2,Scoin,WeaponPromote,None,None,None,
Prisma Radiante,4,Scoin,WeaponPromote,None,None,None,
Escultura Sombria,1,Scoin,WeaponPromote,None,None,None,
Escultura do Alvorecer,2,Scoin,WeaponPromote,None,None,None,
Escultura das Profundezas,4,Scoin,WeaponPromote,None,None,None,
Casco Destruído,1,Scoin,WeaponPromote,None,None,None,
Casco Duro,2,Scoin,WeaponPromote,None,None,None,
Casco Marcado,4,Scoin,WeaponPromote,None,None,None,
Flor Que Ainda Não Floresceu,1,AvatarExp,SkillBook,None,None,None,
Flor Estimada,2,AvatarExp,SkillBook,None,None,None,
Flor Florescente do Andarilho,4,AvatarExp,SkillBook,None,None,None,
Pérola Transoceânica,1,WeaponExp,AvatarPromote,None,None,None,
Pedaço Transoceânico,2,WeaponExp,AvatarPromote,None,None,None,
Cristal Caleidoscópico,4,WeaponExp,AvatarPromote,None,None,None,
Engrenagem Transmissora,1,Scoin,WeaponPromote,None,None,None,
Engrenagem Reta,2,Scoin,WeaponPromote,None,None,None,
Engrenagem Dinâmica,4,Scoin,WeaponPromote,None,None,None,
Gota de Água Impura,1,Scoin,WeaponPromote,None,None,None,
Colherada de Água Impura,2,Scoin,WeaponPromote,None,None,None,
Fantasma Hydro Corrompido Recém-nascido,4,Scoin,WeaponPromote,None,None,None,
Núcleo da Fenda,1,Scoin,WeaponPromote,None,None,None,
Sinapse Alienígena,2,Scoin,WeaponPromote,None,None,None,
Núcleo Alienígena,4,Scoin,WeaponPromote,None,None,None,
Relógio de Bolso do Velho Servo,1,Scoin,WeaponPromote,None,None,None,
Relógio de Bolso Padrão do Servo,2,Scoin,WeaponPromote,None,None,None,
Constância do Servo,4,Scoin,WeaponPromote,None,None,None,
